cardCode,name,descriptionRaw,rarityRef,regionRefs,cost,type,price
06IO031,Lưỡi Kiếm Linh Hồn,Nhịp: Ta được giảm 2 tiêu hao.,Common,['Ionia'],4,Trang Bị,10
06IO014,Đệ Tử Vastaya,Tấn Công Nhà Chính: Thu ta về và biến đổi ta thành Ngọn Gió Shimon.,Epic,['Ionia'],1,Bài quân,120
06IO023T1,Praa Kẻ Xuyên Phá,"Xuất Trận và khi ta biến đổi: Triệu hồi 2 bản sao Cảm Tử của ta. Ban Hút Máu cho 1 bản sao, Thách Đấu cho bản sao còn lại và cho ta Huyền Ảo.",None,['Ionia'],9,Bài quân,0
06IO023T3,Hắc Quạt Darkin,Tấn Công: Triệu hồi 1 lá Tiểu Long ở vị trí tấn công.,Epic,['Ionia'],2,Trang Bị,120
06IO008,Master Yi,Bắt Đầu Vòng Đấu: Giảm 1 tiêu hao cho 1 bài phép trên tay và Nhịp: Ban +2|+0 cho tất cả đồng minh Master Yi Ở Mọi Nơi.,Champion,['Ionia'],2,Bài quân,300
06IO040,Kỹ Thuật Gió Đôi,"Chọn 1 tùy tùng. Triệu hồi 1 bản sao Cảm Tử y hệt của lá bài đó. Nếu đó là một kẻ địch, Làm Choáng lá bài đó. ",Rare,['Ionia'],4,Bài phép,30
06IO011,Jun Thiên Tài,"Lần đầu tiên ta Được Trang Bị, trao cho ta Lá Chắn và Hút Máu trong vòng này.",Rare,['Ionia'],3,Bài quân,30
06IO015,Người Chứng Giám,"Nhịp: Ta được giảm 2 tiêu hao.
Xuất Trận: Làm Choáng 1 kẻ địch.",Common,['Ionia'],4,Bài quân,10
06IO030,Thác Sương,"Khi ta được triệu hồi, rút 1 trang bị.
Lần đầu tiên mỗi vòng đấu khi 1 đồng minh chưa có trang bị Được Trang Bị, hồi 2 năng lượng bài phép.",Rare,['Ionia'],3,Địa Danh,30
06IO014T1,Ngọn Gió Shimon,Triệu hồi 1 lá Đệ Tử Vastaya và rút 1 lá bài.,Epic,['Ionia'],2,Bài phép,120
06IO008T2,Võ Thuật Wuju Của Master Yi,"Trao +2|+0 cho 1 đồng minh trong vòng này.
Tạo 1 lá Thiền Định trên tay. Tạo 1 lá Master Yi trong bộ bài.",None,['Ionia'],1,Bài phép,0
06IO008T1,Master Yi,"Tấn Công: Ta lập tức ra đòn lên kẻ địch Yếu Nhất. 
Bắt Đầu Vòng Đấu: Giảm 1 tiêu hao cho 1 bài phép trên tay và Nhịp: Ban +2|+0 cho tất cả đồng minh Master Yi Ở Mọi Nơi.",None,['Ionia'],2,Bài quân,0
06IO013T1,Thiền Định,Trao +0|+2 cho 1 đồng minh trong vòng này.,None,['Ionia'],2,Bài phép,0
06IO034,Lựa Chọn Then Chốt,"Khi ngươi Đã Trang Bị cho 1 đồng minh trong trận đấu, ta được giảm 1 tiêu hao.
Trao +2|+0 hoặc +0|+2 cho 1 đồng minh trong vòng này.",Rare,['Ionia'],2,Bài phép,30
06IO028,Mồi Nhử Hấp Dẫn,"Trao Thách Đấu cho 1 đồng minh trong vòng này. Nếu đồng minh đó Được Trang Bị, rút 1 lá bài.",Rare,"['Ionia', 'Noxus']",2,Bài phép,30
06IO025,Cuồng Nhân Hắc Kiếm,"Khi ngươi đã Trang Bị cho 1 đồng minh trong trận này, tạo trên tay 1 lá Quỷ Dữ Bóng Tối.",Common,['Ionia'],3,Bài quân,10
06IO015T1,Tạo Tác Rực Sáng,Làm Choáng 1 kẻ địch.,None,['Ionia'],0,Kỹ năng,0
06IO039,Đuôi Dài Navori,Xuất Trận: Triệu hồi 1 lá Côn Đồ Navori hoặc trao +1|+1 cho các đồng minh khác trong vòng này.,Common,['Ionia'],3,Bài quân,10
06IO039T2,Đuôi Dài Navori,Xuất Trận: Triệu hồi 1 lá Côn Đồ Navori.,None,['Ionia'],3,Bài quân,0
06IO039T1,Đuôi Dài Navori,Xuất Trận: Trao +1|+1 cho các đồng minh khác trong vòng này.,None,['Ionia'],3,Bài quân,0
06IO032,Linh Hồn Không Xứng,"Nhịp: Ta được giảm 2 tiêu hao.
Thu Về 1 bài quân hoặc địa danh. Nếu có bất kỳ tạo phẩm nào, phá hủy chúng trước.",Rare,['Ionia'],5,Bài phép,30
06IO001,Đệ Tử Của Doran,"Khi ta được triệu hồi, tạo trên tay 1 lá Chuẩn Bị Sẵn Sàng.",Common,['Ionia'],2,Bài quân,10
06IO001T1,Chuẩn Bị Sẵn Sàng,Giảm 1 tiêu hao cho 1 bài phép trên tay bạn.,None,['Ionia'],1,Bài phép,0
06IO016,Kẻ Gọi Rồng,Bắt Đầu Vòng Đấu: Nhịp: Triệu hồi Long Thần và ban Cảm Tử cho lá đó.,Epic,['Ionia'],5,Bài quân,120
06IO034T2,Lựa Chọn Then Chốt,Trao +2|+0 cho 1 đồng minh trong vòng này.,Rare,['Ionia'],2,Bài phép,30
06IO034T1,Lựa Chọn Then Chốt,Trao +0|+2 cho 1 đồng minh trong vòng này.,Rare,['Ionia'],2,Bài phép,30
06PZ034,Cỗ Máy Hủy Diệt,"Gây 6 sát thương lên 1 bài quân. Nếu đủ sát thương tiêu diệt, Hủy Diệt bài quân đó.",Rare,['PiltoverZaun'],6,Bài phép,30
06PZ006,Sân Diễn,"Tạo 1 bài phép 2 tiêu hao mới ngẫu nhiên, giảm 2 tiêu hao và ban Phù Du cho lá đó.",Rare,['PiltoverZaun'],2,Bài phép,30
06PZ021,Seraphine,"Khi ta được triệu hồi, tạo trên tay 1 bài phép 2 tiêu hao mới ngẫu nhiên.",Champion,['PiltoverZaun'],2,Bài quân,300
06PZ021T1,Nốt Cao Của Seraphine,"Gây 2 sát thương lên 1 bài quân. Nếu ngươi đã sử dụng 6+ bài phép mới khác trong trận đấu, gây 1 sát thương lên 1 bài quân khác. 
Tạo 1 lá Seraphine trong bộ bài.",None,['PiltoverZaun'],2,Bài phép,0
06PZ021T2,Seraphine,"Khi ta được triệu hồi, tạo trên tay 1 bài phép 2 tiêu hao mới ngẫu nhiên.
Khi ngươi sử dụng 1 bài phép 2- tiêu hao mới, sao chép hiệu ứng bài phép đó lên cùng mục tiêu.
",None,['PiltoverZaun'],2,Bài quân,0
06PZ040,Quán Bar Ngõ Hẻm,"Khi ta được triệu hồi, triệu hồi 1 lá Chủ Quán Chợ Đen.
Những lá bài mới của ngươi được giảm 1 tiêu hao.",Epic,['PiltoverZaun'],7,Địa Danh,120
06PZ008,Hạc Cầm Darkin,Ngươi có thể sử dụng 8 năng lượng để ta xuất trận dưới dạng Styraatu.,Epic,['PiltoverZaun'],2,Trang Bị,120
06PZ018,Nốt Cao,"Gây 2 sát thương lên 1 bài quân. Nếu ngươi đã sử dụng 6+ bài phép mới khác trong trận đấu, gây 1 sát thương lên 1 bài quân khác. ",Common,['PiltoverZaun'],2,Bài phép,10
06PZ014,Chủ Tịch Fanclub,Xuất Trận: Hình Thành 1 bài phép 5 tiêu hao và đặt tiêu hao của lá bài đó thành 2.,Rare,['PiltoverZaun'],5,Bài quân,30
06PZ030,Kế Hoạch Đầy Cảm Hứng,Tấn Công: Tạo trên tay 1 bài phép 2 tiêu hao mới và ban Phù Du cho bài phép đó.,Rare,['PiltoverZaun'],2,Trang Bị,30
06PZ046,Công Thức,Rút 2 lá bài. Hồi lại năng lượng bài phép.,Common,['PiltoverZaun'],6,Bài phép,10
06PZ008T3,Hạc Cầm Darkin,,None,['PiltoverZaun'],2,Trang Bị,0
06PZ008T2,Styraatu,"Tấn Công: Rút 2 lá bài, giảm 2 tiêu hao cho những lá bài đó.",None,['PiltoverZaun'],8,Bài quân,0
06PZ007,Kẻ Mộ Đạo Tham Vọng,"Khi ngươi Đã Trang Bị cho 1 đồng minh trong trận đấu, tạo trên tay 1 bài phép 2 tiêu hao mới và đặt tiêu hao của lá đó thành 0 trong vòng này.",Common,['PiltoverZaun'],4,Bài quân,10
06PZ041,Mèo Con Khôn Ngoan,"Khi ta được triệu hồi, nếu ta được tạo ra, rút 1 lá bài và ban cho ta +2|+1.",Common,['PiltoverZaun'],2,Bài quân,10
06PZ036,Danh Ca Zaun,"Xuất trận: Gây 1 sát thương lên tất cả kẻ địch. Nếu ngươi đã sử dụng 6+ bài phép mới trong trận đấu, gây 3 sát thương. ",Rare,['PiltoverZaun'],8,Bài quân,30
06PZ036T3,Màn Diễn Chí Mạng,"Gây 1 sát thương lên tất cả kẻ địch. Nếu ngươi đã sử dụng 6+ bài phép mới trong trận đấu, gây 3 sát thương.",Rare,['PiltoverZaun'],0,Kỹ năng,30
06PZ010,Nhà Âm Học,Ra Đòn: Tạo trên tay 1 bài phép 2 tiêu hao mới ngẫu nhiên.,Epic,['PiltoverZaun'],3,Bài quân,120
06PZ022,Màn Độc Tấu Trống,"Rút 2 lá bài.
Nhịp: Giảm 1 tiêu hao cho các lá bài đó.",Common,['PiltoverZaun'],5,Bài phép,10
06PZ029,Chiều Lòng Đám Đông,"Trao +2|+0 và Đột Kích cho 1 đồng minh trong vòng này.
Nhịp: Tạo trên tay 1 bài phép 2 tiêu hao mới.",Common,['PiltoverZaun'],2,Bài phép,10
06PZ020,"Acorn, Kỹ Thuật Viên Hextech",Tấn Công Nhà Chính: Giảm 1 tiêu hao của bài phép có tiêu hao cao nhất trên tay.,Epic,['PiltoverZaun'],1,Bài quân,120
06PZ009,Đoạn Nhạc Cay Độc,"Nhịp: Ta được giảm 2 tiêu hao.
Gây 1 sát thương lên tất cả kẻ địch.",Common,['PiltoverZaun'],4,Bài phép,10
06PZ037,Nốt Nghịch Bạo Liệt,"Gây 1 sát thương lên 1 bài quân. Nếu ngươi Đã Trang Bị cho 1 đồng minh trong trận đấu, sao chép hiệu ứng của ta lên cùng mục tiêu.",Rare,['PiltoverZaun'],2,Bài phép,30
06PZ019,Gác Cổng Zaun,Bắt Đầu Vòng Đấu: Nhịp: Hồi lại 2 năng lượng bài phép.,Common,['PiltoverZaun'],4,Bài quân,10
06PZ033,Súng Liên Thanh v1.0,Bài phép và Kỹ Năng của ngươi gây thêm 1 sát thương.,Common,['PiltoverZaun'],3,Trang Bị,10
06BW029,Kẻ Lang Thang Piltover,"Khi được triệu hồi, ta Ứng Biến.",Common,"['Bilgewater', 'PiltoverZaun']",3,Bài quân,10
06BW034,Mỏ Neo Siêu Nặng,Phá hủy trang bị của 1 bài quân và gây 2 sát thương lên bài quân đó.,Rare,['Bilgewater'],2,Bài phép,30
06BW027,Cá Nhân Làm Nên Tập Thể,"Để sử dụng, bỏ 1 lá bài. Rút 2 lá nếu bỏ đi 1 trang bị, triệu hồi 1 lá Ảo Ảnh Icathia.",Rare,"['Bilgewater', 'PiltoverZaun']",4,Bài phép,30
06BW039,Ngọn Sóng Vô Tận,"Khi ngươi Đã Trang Bị cho 1 đồng minh trong trận đấu, giảm 2 tiêu hao của ta.
Rút 2 lá bài và Ban Phù Du cho 2 lá bài đó. ",Rare,['Bilgewater'],4,Bài phép,30
06BW026,Kẻ Mộ Đạo Buhru,"Khi đồng minh Đã Trang Bị tấn công, gây 1 sát thương lên Nhà Chính của đối thủ.",Common,['Bilgewater'],1,Bài quân,10
06BW014,Lao Móc Darkin,"Tấn Công: Rút 1 lá bài khi Bắt Đầu Vòng Đấu tiếp theo và ban Phù Du cho lá bài đó. 
Ngươi có thể sử dụng 9 năng lượng để ta xuất trận dưới dạng Ibaaros.",Epic,['Bilgewater'],2,Trang Bị,120
06BW014T1,Ibaaros,Ta nhận được +1|+1 với mỗi lá bài ngươi đã rút trong trận đấu. Ta chỉ có thể bị chặn đòn bởi bài quân có 4+ Sức mạnh.,None,['Bilgewater'],9,Bài quân,0
06BW014T3,Lao Móc Darkin,Tấn Công: Rút 1 lá bài khi Bắt Đầu Vòng Đấu tiếp theo và ban Phù Du cho lá bài đó.,Epic,['Bilgewater'],2,Trang Bị,120
06BW004,Thử Thách Linh Hồn,"Trao Kích Động cho 1 kẻ địch trong vòng này. Nếu kẻ địch đó bị tiêu diệt trong vòng này, gây 1 sát thương lên Nhà Chính của đối thủ.",Rare,['Bilgewater'],1,Bài phép,30
06BW044,Thằn Lằn Ranh Ma,Tấn Công Nhà Chính: Rút 1 lá bài và ban Phù Du cho lá đó.,Common,['Bilgewater'],3,Bài quân,10
06BW047,Marai Tinh Quái,"Khi ngươi sử dụng 1 bài phép, triệu hồi 1 lá Thùng Thuốc Súng.",Rare,['Bilgewater'],5,Bài quân,30
06BW023,Đoản Kiếm Lởm Chởm,Cưỡng Đoạt: Giảm 2 tiêu hao của ta.,Common,['Bilgewater'],3,Trang Bị,10
06BW042,Thuyền Đầy Thuốc Súng,Gây 2 sát thương lên 1 bài quân. Rút 1 lá bài khi Bắt Đầu Vòng Đấu tiếp theo với mỗi sát thương đã gây ra và ban Phù Du cho chúng.,Epic,['Bilgewater'],5,Bài phép,120
06BW040,Thần Nhãn,Tấn Công: Triệu Gọi 2 lần.,Rare,['Bilgewater'],2,Trang Bị,30
06BW026T1,Mũi Tên Xuyên Phá,Gây 1 sát thương lên Nhà Chính của đối thủ.,None,['Bilgewater'],0,Kỹ năng,0
06SH004T1,Giáo Phái Darkin,"Lần đầu tiên ta Được Trang Bị, ban cho ta +2|+2.",None,['Shurima'],1,Bài quân,0
06SH004T4,Huyết Tự Darkin,"Trăng Trối: Nếu người mang ta không phải Giáo Phái Darkin, triệu hồi 1 lá Giáo Phái Darkin.",None,['Shurima'],1,Trang Bị,0
06SH032,Kho Vũ Trang Chôn Vùi,Đếm Ngược Từ 2: Tạo trên tay 1 lá Kho Báu Sa Mạc.,Common,['Shurima'],1,Địa Danh,10
06SH035,Tế Đàn Đẫm Máu,"Khi ngươi Thủ Tiêu 1 bài quân, giảm 1 tiêu hao của Bài Quân Darkin tiếp theo mà ngươi sử dụng.",Rare,['Shurima'],2,Địa Danh,30
06SH046,Tảng Mộ Phụ Tá,"Khi ta được triệu hồi, tạo trên tay 1 lá Bề Tôi Tàn Lụi. Khi ta bị ngươi phá hủy, tạo 1 lá Tảng Mộ Phụ Tá trong 5 lá bài trên cùng của bộ bài.",Rare,['Shurima'],2,Địa Danh,30
06SH033,Lời Nguyền Lăng Mộ,"Tiên Đoán. Trao ""Ta nhận sát thương gấp đôi và nếu ta hy sinh, Hủy Diệt ta"" cho 1 bài quân trong vòng này. ",Rare,['Shurima'],3,Bài phép,30
06SH028,Cổng Hư Không,"Khi ngươi triệu hồi 1 đồng minh hoặc 1 đồng minh hy sinh, ban cho 3 đồng minh trên bộ bài các đặc điểm có lợi của nó.",Epic,['Shurima'],2,Địa Danh,120
06SH005,Baccai Bị Chối Bỏ,"Xuất Trận: Tiên Đoán. Nếu ngươi chọn 1 Darkin hoặc 1 trang bị, ban cho ta +1|+1.",Common,['Shurima'],1,Bài quân,10
06SH056,Tuyệt Diệt,Tiêu diệt TẤT CẢ tùy tùng.,Rare,['Shurima'],7,Bài phép,30
06SH040,Hồi Sinh Bất Chấp,"Khi ngươi đã trang bị cho 1 đồng minh trong trận đấu, giảm 2 tiêu hao của ta. Hồi sinh anh hùng đồng minh Mạnh Nhất đã hy sinh.",Epic,['Shurima'],5,Bài phép,120
06SH021,Nỗi Kinh Hoàng Ẩn Mình,"Xuất Trận: Ta ra đòn lên 1 kẻ địch.
",Rare,['Shurima'],7,Bài quân,30
06SH051,Nhóc Chăn Gấu Đá,"Khi ngươi triệu hồi 1 đồng minh khác, đẩy nhanh địa danh có Đếm Ngược cao nhất của ngươi lên 1 vòng.
Khi ta được triệu hồi, triệu hồi 1 lá Gấu Đá Ngủ Đông.",Rare,['Shurima'],3,Bài quân,30
06SH055,Nữ Tu Tế Ánh Sáng Sa Mạc,"Bắt Đầu Vòng Đấu: Gây 4 sát thương lên ta. Rút 1 anh hùng và ban +2|+2 cho anh hùng đó. Nếu bộ bài của ngươi bắt đầu với 6+ anh hùng khác nhau, triệu hồi anh hùng đó.",Epic,['Shurima'],6,Bài quân,120
06SH004,Huyết Tự Darkin,"Trăng Trối: Nếu người mang ta không phải Giáo Phái Darkin, triệu hồi 1 lá Giáo Phái Darkin.
Ngươi có thể sử dụng 6 năng lượng và hy sinh 1 đồng minh để xuất trận ta dưới dạng Xolaani.",Epic,['Shurima'],1,Trang Bị,120
06SH031,Kho Báu Sa Mạc,,None,['Shurima'],3,Trang Bị,0
06SH004T2,Xolaani,"Để ta xuất trận, tiêu diệt 1 đồng minh.
Trăng Trối: Tạo trên tay 1 lá Huyết Tự Darkin.",None,['Shurima'],6,Bài quân,0
06SH021T1,Hư Không Thèm Khát,Nỗi Kinh Hoàng Ẩn Mình ra đòn lên 1 kẻ địch.,None,['Shurima'],0,Kỹ năng,0
06SH038,Đại Đao Vung Lên,Ra Đòn: Tạo trên tay 1 lá Cổ Vật May Mắn.,Common,['Shurima'],3,Trang Bị,10
06DE048,Gấu Cưỡi Chặn Đòn,,Common,['Demacia'],3,Bài quân,10
06DE024,Đỡ Này!,Trao +1|+1 cho 1 đồng minh trong vòng này hoặc trang bị cho đồng minh đó 1 trang bị 2- tiêu hao từ bài trên tay.,Rare,"['Demacia', 'Freljord']",1,Bài phép,30
06DE025,Lính Mới Tốt Bụng,"Khi ta được triệu hồi, trao Lá Chắn cho các đồng minh Đã Trang Bị trong vòng này.",Rare,['Demacia'],5,Bài quân,30
06DE033,Câm Nín Và Đàn Áp,"Phá hủy trang bị của 1 bài quân, Câm Lặng nó nếu đó là tùy tùng.",Rare,['Demacia'],1,Bài phép,30
06DE039,Tiếng Gầm Icathia,Triệu hồi 2 lá Ảo Ảnh Icathia Được Trang Bị với tối đa 2 Trang Bị có 2- tiêu hao trên tay.,Rare,['Demacia'],6,Bài phép,30
06DE011,Hộ Khiên Darkin,Ngươi có thể sử dụng 5 năng lượng để ta xuất trận dưới dạng Joraal.,Epic,['Demacia'],2,Trang Bị,120
06DE021,Vayne,"Khi ta được triệu hồi hoặc Bắt Đầu Vòng Đấu: Tạo trên tay 1 lá Nhào Lộn, hoặc nếu đã có sẵn, giảm 1 tiêu hao của lá bài đó.",Champion,['Demacia'],3,Bài quân,300
06DE021T3,Nhào Lộn,Trang Bị 1 trang bị 2- tiêu hao trên tay cho 1 đồng minh. Đồng minh đó phát động tấn công.,None,['Demacia'],4,Bài phép,0
06DE021T2,Vayne Kết Án,"Nếu ngươi đã tấn công 2+ lần trong vòng này, ta được giảm 5 tiêu hao.
1 đồng minh ra đòn lên 1 kẻ địch.
Tạo 1 lá Vayne trong bộ bài.",None,['Demacia'],6,Bài phép,0
06DE021T1,Vayne,"Khi ta được triệu hồi hoặc Bắt Đầu Vòng Đấu: Tạo trên tay 1 lá Nhào Lộn 0 tiêu hao, hoặc nếu đã có sẵn, giảm tiêu hao của lá đó về 0.",None,['Demacia'],3,Bài quân,0
06DE043,Chó Săn Đáng Tin Cậy,"Lần đầu tiên ngươi triệu hồi 1 lá Tinh Nhuệ, ban cho ta +2|+2.",Common,['Demacia'],1,Bài quân,10
06DE011T1,Joraal,Bài phép của đối thủ tăng thêm 2 tiêu hao trong khi ta tấn công.,None,['Demacia'],5,Bài quân,0
06DE011T4,Hộ Khiên Darkin,,None,['Demacia'],2,Trang Bị,0
06DE018,Kết Án,"Nếu ngươi đã tấn công 2+ lần trong vòng này, ta được giảm 5 tiêu hao.
1 đồng minh ra đòn lên 1 kẻ địch.",Common,['Demacia'],6,Bài phép,10
06DE041,Sức Mạnh Anh Hùng,Trao +4|+4 cho đồng minh trong vòng này và Tiến Công.,Epic,['Demacia'],9,Bài phép,120
06DE026,Truyền Thuyết Icathia,"Tạo trên tay 1 lá Ảo Ảnh Icathia 0 tiêu hao trong vòng này hoặc tạo trên tay 1 lá Xẻng Vàng Ròng.
",Rare,['Demacia'],2,Bài phép,30
06DE044,Đột Kích Kháng Ma Thạch,Ta không nhận sát thương từ bài phép hoặc Kỹ Năng của kẻ địch.,Rare,['Demacia'],3,Bài quân,30
06DE017,Cá Chiến,"1 đồng minh và 1 kẻ địch ra đòn đánh lẫn nhau hoặc 1 đồng minh Đã Trang Bị ra đòn lên 1 kẻ địch, sau đó bỏ trang bị.",Common,['Demacia'],3,Bài phép,10
06DE040,Viễn Cảnh Cám Dỗ,"Chọn 1 tùy tùng hoặc trang bị từ 4 lá bài trên cùng của bộ bài. Rút lá đó, đặt những lá còn lại vào bộ bài.
",Common,['Demacia'],1,Bài phép,10
06DE017T1,Cá Chiến,1 đồng minh và 1 kẻ địch ra đòn đánh lẫn nhau.,None,['Demacia'],3,Bài phép,0
06DE017T2,Cá Chiến,"1 đồng minh Đã Trang Bị ra đòn lên 1 kẻ địch, sau đó bỏ trang bị.",None,['Demacia'],3,Bài phép,0
06DE028,Điểu Yêu Nữ Huyết Chú,"Xuất Trận: Trang Bị cho ta 1 trang bị 2- tiêu hao từ trên tay. 
Lần đầu tiên ta hy sinh khi Đã Trang Bị, thay vào đó hồi lại toàn bộ máu cho ta và phá hủy trang bị đó.",Epic,['Demacia'],6,Bài quân,120
06DE027,Viễn Binh Cuồng Tín,Tấn Công: Trao +1|+1 cho các đồng minh Đã Trang Bị trong vòng này.,Rare,['Demacia'],2,Bài quân,30
06DE026T1,Truyền Thuyết Icathia,Tạo trên tay 1 lá Ảo Ảnh Icathia 0 tiêu hao trong vòng này.,None,['Demacia'],2,Bài phép,0
06DE026T2,Truyền Thuyết Icathia,Tạo trên tay 1 lá Xẻng Vàng Ròng.,None,['Demacia'],2,Bài phép,0
06DE026T3,Xẻng Vàng Ròng,,None,['Demacia'],2,Trang Bị,0
06DE019,Góa Phụ Thợ Săn,Xuất Trận: Trang Bị cho ta 1 trang bị 2- tiêu hao từ trên tay.,Common,['Demacia'],4,Bài quân,10
06DE032,Thép Demacia,,Common,['Demacia'],1,Trang Bị,10
06DE029,Elkin Kiên Định,"Lần đầu tiên 1 đồng minh Được Trang Bị, ban cho ta Kiên Cường.",Common,['Demacia'],1,Bài quân,10
06DE010,Viễn Binh Phản Trắc,"Khi ngươi đã Trang Bị cho 1 đồng minh trong trận này, ban cho ta Trinh Sát.",Rare,['Demacia'],4,Bài quân,30
06DE006,Đầu Bếp Hệ Chiến,"Khi ta được triệu hồi, ta Ứng Biến, sau đó Tôi Luyện ta.",Common,"['Demacia', 'Freljord']",4,Bài quân,10
06DE034,Chó Sói Tận Trung,"Nếu có đồng minh hy sinh trong vòng này, ta được giảm 2 tiêu hao.
Xuất Trận: Trang Bị cho ta 1 trang bị 2- tiêu hao từ bài trên tay và Tôi Luyện ta.",Common,['Demacia'],3,Bài quân,10
06DE024T1,Đỡ Này!,Trang Bị 1 trang bị 2- tiêu hao cho 1 đồng minh.,None,"['Demacia', 'Freljord']",1,Bài phép,0
06DE024T2,Đỡ Này!,Trao +1|+1 cho 1 đồng minh trong vòng này.,None,"['Demacia', 'Freljord']",1,Bài phép,0
06SI045,Trảm Hồn,Hy sinh 1 đồng minh để triệu hồi 2 bản sao Cảm Tử của đồng minh đó.,Rare,['ShadowIsles'],3,Bài phép,30
06SI007,Trường Kích Darkin,"Để ta xuất trận, hy sinh 1 đồng minh.
Ngươi có thể sử dụng 10 năng lượng để xuất trận ta dưới dạng Taarosh.",Epic,['ShadowIsles'],1,Trang Bị,120
06SI034,Bóng Ma Vọng Âm,"Kết Thúc Vòng Đấu: Với mỗi đồng minh đã hy sinh trong vòng này, ban +1|+1 cho tất cả bản sao của đồng minh đó ở mọi nơi.",Epic,['ShadowIsles'],5,Bài quân,120
06SI029,Mũi Giáo Kinh Hoàng,"Nếu có đồng minh hy sinh trong vòng này, ta được giảm 2 tiêu hao.",Common,['ShadowIsles'],3,Trang Bị,10
06SI032,Tận Diệt,"Tiêu diệt 1 bài quân có tổng cộng 4 Sức Mạnh và Máu hoặc ít hơn, hoặc phá hủy trang bị của 1 bài quân.",Rare,['ShadowIsles'],1,Bài phép,30
06SI007T4,Trường Kích Darkin,"Để ta xuất trận, hy sinh 1 đồng minh. ",None,['ShadowIsles'],1,Trang Bị,0
06SI007T1,Taarosh,"Lần đầu tiên ta tấn công mỗi vòng đấu, lấp đầy vị trí tấn công bằng các bản sao Cảm Tử được hồi sinh của tùy tùng mạnh nhất ngươi đã thủ tiêu trong trận đấu.",None,['ShadowIsles'],10,Bài quân,0
06SI031,Vũ Khí Tử Sĩ,"Trao cho 1 đồng minh ""Trăng Trối: Triệu hồi 1 lá Ảo Ảnh Icathia với trang bị của ta"" trong vòng này.",Rare,"['ShadowIsles', 'Shurima']",1,Bài phép,30
06SI014,Tiền Sảnh Xa Hoa,"Khi ta được triệu hồi, triệu hồi 1 lá Ban Nhạc Nhàm Chán.
Bắt Đầu Vòng Đấu: Nếu ngươi có lượt tấn công, triệu hồi 1 lá Ban Nhạc Nhàm Chán.",Epic,['ShadowIsles'],3,Địa Danh,120
06SI038,Thiên Tài Chuộc Tội,Tấn Công: Triệu hồi 1 lá Ban Nhạc Nhàm Chán ở vị trí tấn công.,Rare,['ShadowIsles'],2,Bài quân,30
06SI003,"Fireth, Tử Thần Sa Mạc","Khi được triệu hồi, ta Ứng Biến.",Epic,"['ShadowIsles', 'Shurima']",1,Bài quân,120
06SI006,Người Giữ Hộp,"Khi ngươi đã Trang Bị cho 1 đồng minh trong trận này, ban cho ta Hút Máu.",Common,['ShadowIsles'],2,Bài quân,10
06SI031T1,Ảo Ảnh Icathia,,None,['Shurima'],2,Bài quân,0
06SI039,Hình Thù Của Sợ Hãi,"Hy sinh 1 đồng minh để triệu hồi 1 lá Màn Sương Xâm Chiếm.
",Common,['ShadowIsles'],1,Bài phép,10
06SI042,Kỵ Sĩ Bất Diệt,"Nếu ta nhận Cảm Tử, thay vào đó, ban cho ta +1|+1.",Rare,['ShadowIsles'],5,Bài quân,30
06SI036,Tàn Phá Tột Bậc,Tiêu diệt TẤT CẢ bài quân ngoại trừ Darkin đồng minh và các đồng minh Đã Trang Bị.,Rare,['ShadowIsles'],11,Bài phép,30
06SI032T2,Tận Diệt,Phá hủy trang bị của 1 bài quân.,None,['ShadowIsles'],1,Bài phép,0
06SI032T1,Tận Diệt,Tiêu diệt 1 bài quân có tổng cộng 4 Sức Mạnh và Máu hoặc ít hơn.,None,['ShadowIsles'],1,Bài phép,0
06SI046,Lính Gác Vĩnh Hằng,Trăng Trối: Rút 1 lá bài.,Common,['ShadowIsles'],2,Bài quân,10
06SI041,Lính Canh Thung Lũng Ánh Trăng,"Khi ngươi triệu hồi 1 đồng minh Cảm tử, ban +1|+0 cho đồng minh đó.
Chạng Vạng: Triệu hồi 1 lá Chồi Non.",Common,['ShadowIsles'],3,Bài quân,10
07PZ009,Đồng Hồ Cải Tiến,"Xuất Trận: Tiên Đoán, sau đó rút 1 lá bài và giảm 1 tiêu hao của lá bài đó.",Epic,['PiltoverZaun'],4,Bài quân,120
07PZ017,Kẻ Bán Bom Dạo,"Khi ngươi sử dụng 1 bài phép, gài 1 lá Bẫy Bom Mù lên 8 lá bài ở trên cùng trong bộ bài của đối thủ.",Rare,['PiltoverZaun'],2,Bài quân,30
07PZ005,Hậu Quả Bất Ngờ,Gây 1 sát thương lên 1 kẻ địch và Nhà Chính của đối thủ. Bỏ tối đa 2 lá bài để tăng thêm 1 sát thương với mỗi lá bị bỏ đi.,Rare,['PiltoverZaun'],4,Bài phép,30
07NX009,Phát Bắn Điệu Nghệ,"Gây 1 sát thương lên Nhà Chính của đối thủ. Lần tiếp theo đồng minh Ra Đòn lên Nhà Chính của đối thủ trong vòng này, tạo trên tay 1 lá Phát Bắn Điệu Nghệ.",Epic,['Noxus'],1,Bài phép,120
07NX008,Lưỡi Dao Thanh Lịch,Cưỡng Đoạt: Ban cho ta +2|+0.,Common,['Noxus'],1,Bài quân,10
